RSSD ID,Institution Name,Location,TotalAssets,Date
3838857,EVERBANK FINANCIAL CORP,"JACKSONVILLE, FL","$24,120,491",20150630
1049341,"COMMERCE BANCSHARES, INC.","KANSAS CITY, MO","$23,721,613",20150630
1145476,WEBSTER FINANCIAL CORPORATION,"WATERBURY, CT","$23,644,664",20150630
2747644,UMPQUA HOLDINGS CORPORATION,"PORTLAND, OR","$22,805,994",20150630
3242735,"SCOTTRADE FINANCIAL SERVICES, INC.","TOWN AND COUNTRY, MO","$22,597,143",20150630
3923614,IMB HOLDCO LLC,"PASADENA, CA","$21,707,102",20150630
1109599,"PROSPERITY BANCSHARES, INC.","HOUSTON, TX","$21,687,419",20150630
1086533,HANCOCK HOLDING COMPANY,"GULFPORT, MS","$21,550,936",20150630
4028712,"BANKUNITED, INC.","MIAMI LAKES, FL","$21,401,793",20150630
4103310,"MACY'S, INC.","CINCINNATI, OH","$21,175,196",20150630
2260406,WINTRUST FINANCIAL CORPORATION,"ROSEMONT, IL","$20,816,905",20150630
2477754,"INVESTORS BANCORP, INC.","SHORT HILLS, NJ","$19,954,834",20150630
2389941,TCF FINANCIAL CORPORATION,"WAYZATA, MN","$19,851,826",20150630
1048773,VALLEY NATIONAL BANCORP,"WAYNE, NJ","$19,290,005",20150630
2291914,IBERIABANK CORPORATION,"LAFAYETTE, LA","$19,238,928",20150630
1117156,"SUSQUEHANNA BANCSHARES, INC.","LITITZ, PA","$18,659,693",20150630
1049828,UMB FINANCIAL CORPORATION,"KANSAS CITY, MO","$18,418,727",20150630
2706735,"TEXAS CAPITAL BANCSHARES, INC.","DALLAS, TX","$17,817,384",20150630
1020902,"FIRST NATIONAL OF NEBRASKA, INC.","OMAHA, NE","$17,624,149",20150630
1117129,FULTON FINANCIAL CORPORATION,"LANCASTER, PA","$17,322,400",20150630
2875332,PACWEST BANCORP,"LOS ANGELES, CA","$16,699,159",20150630
3005332,F.N.B. CORPORATION,"PITTSBURGH, PA","$16,598,601",20150630
1839319,"PRIVATEBANCORP, INC.","CHICAGO, IL","$16,225,895",20150630
1095674,"ARVEST BANK GROUP, INC.","BENTONVILLE, AR","$15,429,891",20150630
1025309,BANK OF HAWAII CORPORATION,"HONOLULU, HI","$15,336,181",20150630
2504128,ASTORIA FINANCIAL CORPORATION,"LAKE SUCCESS, NY","$15,295,356",20150630
1060627,FIRSTBANK HOLDING COMPANY,"LAKEWOOD, CO","$15,172,163",20150630
1090987,"MB FINANCIAL, INC.","CHICAGO, IL","$15,018,194",20150630
3057395,MODERN WOODMEN OF AMERICA,"ROCK ISLAND, IL","$14,581,780",20150630
3065617,"WASHINGTON FEDERAL, INC.","SEATTLE, WA","$14,370,496",20150630
1097614,"BANCORPSOUTH, INC.","TUPELO, MS","$13,636,675",20150630
2349815,WESTERN ALLIANCE BANCORPORATION,"PHOENIX, AZ","$13,470,104",20150630
2744894,FIRST BANCORP,"SAN JUAN, PR","$12,578,813",20150630
3838727,"HILLTOP HOLDINGS, INC","DALLAS, TX","$12,477,198",20150630
1076217,"UNITED BANKSHARES, INC.","CHARLESTON, WV","$12,414,566",20150630
3828036,"THIRD FEDERAL SAVINGS AND LOAN OF CLEVELAND, MHC","CLEVELAND, OH","$12,259,463",20150630
1079562,TRUSTMARK CORPORATION,"JACKSON, MS","$12,182,448",20150630
3852022,"FLAGSTAR BANCORP, INC.","TROY, MI","$12,139,403",20150630
1098303,OLD NATIONAL BANCORP,"EVANSVILLE, IN","$12,075,892",20150630
1104231,INTERNATIONAL BANCSHARES CORPORATION,"LAREDO, TX","$12,074,129",20150630
1843080,CATHAY GENERAL BANCORP,"LOS ANGELES, CA","$11,918,316",20150630
3446412,"APPLE FINANCIAL HOLDINGS, INC.","NEW YORK, NY","$11,775,081",20150630
2568278,MIDLAND FINANCIAL CO.,"OKLAHOMA CITY, OK","$11,682,787",20150630
1094314,"CENTRAL BANCOMPANY, INC","JEFFERSON CITY, MO","$11,674,358",20150630
3083291,STERLING BANCORP,"MONTEBELLO, NY","$11,568,014",20150630
3842957,"HAWAIIAN ELECTRIC INDUSTRIES, INC.","HONOLULU, HI","$11,439,631",20150630
1760589,"NORDSTROM, INC.","SEATTLE, WA","$11,051,860",20150630
3825204,COUNTRY LIFE INSURANCE COMPANY,"BLOOMINGTON, IL","$10,887,809",20150630
3719965,NATIONAL AMERICAS HOLDINGS LLC,"NEW YORK, NY","$10,220,212",20150630
3063622,STIFEL FINANCIAL CORP.,"SAINT LOUIS, MO","$10,139,542",20150630
1020180,BREMER FINANCIAL CORPORATION,"SAINT PAUL, MN","$10,063,759",20150630
1039502,JPMORGAN CHASE & CO.,"NEW YORK, NY","$2,577,148,000",20150331
1073757,BANK OF AMERICA CORPORATION,"CHARLOTTE, NC","$2,145,027,000",20150331
1951350,CITIGROUP INC.,"NEW YORK, NY","$1,831,801,000",20150331
1120754,WELLS FARGO & COMPANY,"SAN FRANCISCO, CA","$1,737,737,000",20150331
2380443,"GOLDMAN SACHS GROUP, INC., THE","NEW YORK, NY","$865,512,000",20150331
2162966,MORGAN STANLEY,"NEW YORK, NY","$829,099,000",20150331
1631915,GENERAL ELECTRIC CAPITAL CORPORATION,"NORWALK, CT","$481,614,979",20150331
1119794,U.S. BANCORP,"MINNEAPOLIS, MN","$410,233,000",20150331
3587146,"BANK OF NEW YORK MELLON CORPORATION, THE","NEW YORK, NY","$392,337,000",20150331
1069778,"PNC FINANCIAL SERVICES GROUP, INC., THE","PITTSBURGH, PA","$351,162,105",20150331
2277860,CAPITAL ONE FINANCIAL CORPORATION,"MCLEAN, VA","$306,501,324",20150331
3232316,HSBC NORTH AMERICA HOLDINGS INC.,"NEW YORK, NY","$301,956,685",20150331
1111435,STATE STREET CORPORATION,"BOSTON, MA","$279,480,161",20150331
1607170,TEACHERS INSURANCE & ANNUITY ASSOCIATION OF AMERICA,"NEW YORK, NY","$264,300,422",20150331
1249196,TD BANK US HOLDING COMPANY,"CHERRY HILL, NJ","$252,650,828",20150331
1131787,"SUNTRUST BANKS, INC.","ATLANTA, GA","$190,223,316",20150331
1074156,BB&T; CORPORATION,"WINSTON SALEM, NC","$189,227,838",20150331
1026632,"CHARLES SCHWAB CORPORATION, THE","SAN FRANCISCO, CA","$160,169,000",20150331
1275216,AMERICAN EXPRESS COMPANY,"NEW YORK, NY","$154,674,000",20150331
1562859,ALLY FINANCIAL INC.,"DETROIT, MI","$153,524,000",20150331
1070345,FIFTH THIRD BANCORP,"CINCINNATI, OH","$140,469,916",20150331
3840207,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,"BLOOMINGTON, IL","$139,397,321",20150331
1132449,"CITIZENS FINANCIAL GROUP, INC.","PROVIDENCE, RI","$136,905,651",20150331
1447376,UNITED SERVICES AUTOMOBILE ASSOCIATION,"SAN ANTONIO, TX","$132,978,355",20150331
3981856,"SANTANDER HOLDINGS USA, INC.","BOSTON, MA","$123,425,703",20150331
3242838,REGIONS FINANCIAL CORPORATION,"BIRMINGHAM, AL","$122,515,877",20150331
1245415,BMO FINANCIAL CORP.,"WILMINGTON, DE","$118,263,888",20150331
1378434,MUFG AMERICAS HOLDINGS CORPORATION,"NEW YORK, NY","$113,697,697",20150331
1199611,NORTHERN TRUST CORPORATION,"CHICAGO, IL","$106,952,000",20150331
1037003,M&T; BANK CORPORATION,"BUFFALO, NY","$98,379,397",20150331
1068025,KEYCORP,"CLEVELAND, OH","$94,296,497",20150331
1025608,BANCWEST CORPORATION,"HONOLULU, HI","$89,669,872",20150331
1078529,"BBVA COMPASS BANCSHARES, INC.","HOUSTON, TX","$85,485,851",20150331
3846375,DISCOVER FINANCIAL SERVICES,"RIVERWOODS, IL","$84,177,508",20150331
1199844,COMERICA INCORPORATED,"DALLAS, TX","$69,420,233",20150331
1068191,HUNTINGTON BANCSHARES INCORPORATED,"COLUMBUS, OH","$68,002,661",20150331
1027004,ZIONS BANCORPORATION,"SALT LAKE CITY, UT","$57,555,931",20150331
1032473,DEUTSCHE BANK TRUST CORPORATION,"NEW YORK, NY","$55,615,500",20150331
2132932,"NEW YORK COMMUNITY BANCORP, INC.","WESTBURY, NY","$48,251,715",20150331
3412583,E*TRADE FINANCIAL CORPORATION,"NEW YORK, NY","$46,828,405",20150331
1036967,CIT GROUP INC.,"LIVINGSTON, NJ","$46,416,005",20150331
2648693,"FIRST NIAGARA FINANCIAL GROUP, INC.","BUFFALO, NY","$38,912,925",20150331
1031449,SVB FINANCIAL GROUP,"SANTA CLARA, CA","$38,619,411",20150331
3650152,"PEOPLE'S UNITED FINANCIAL, INC.","BRIDGEPORT, CT","$36,406,341",20150331
2307280,"UTRECHT-AMERICA HOLDINGS, INC.","NEW YORK, NY","$36,244,050",20150331
2367556,"HUDSON CITY BANCORP, INC.","PARAMUS, NJ","$36,129,290",20150331
1129382,"POPULAR, INC.","SAN JUAN, PR","$35,625,000",20150331
1583836,MUTUAL OF OMAHA INSURANCE COMPANY,"OMAHA, NE","$35,586,515",20150331
3828072,NATIONWIDE MUTUAL INSURANCE COMPANY,"COLUMBUS, OH","$34,987,245",20150331
3843075,JOHN DEERE CAPITAL CORPORATION,"RENO, NV","$34,189,333",20150331
1027518,CITY NATIONAL CORPORATION,"LOS ANGELES, CA","$32,698,899",20150331
1075612,"FIRST CITIZENS BANCSHARES, INC.","RALEIGH, NC","$30,853,649",20150331
1883693,BOK FINANCIAL CORPORATION,"TULSA, OK","$30,371,794",20150331
2734233,"EAST WEST BANCORP, INC.","PASADENA, CA","$29,907,424",20150331
1102367,"CULLEN/FROST BANKERS, INC.","SAN ANTONIO, TX","$28,196,667",20150331
1078846,SYNOVUS FINANCIAL CORP.,"COLUMBUS, GA","$27,633,784",20150331
1199563,ASSOCIATED BANC-CORP,"GREEN BAY, WI","$27,088,806",20150331
1094640,FIRST HORIZON NATIONAL CORPORATION,"MEMPHIS, TN","$25,716,964",20150331
2938451,BARCLAYS DELAWARE HOLDINGS LLC,"WILMINGTON, DE","$25,221,666",20150331
1070804,FIRSTMERIT CORPORATION,"AKRON, OH","$25,125,546",20150331
3815157,"RAYMOND JAMES FINANCIAL, INC.","SAINT PETERSBURG, FL","$24,965,509",20150331
1049341,"COMMERCE BANCSHARES, INC.","KANSAS CITY, MO","$24,060,276",20150331
3242735,"SCOTTRADE FINANCIAL SERVICES, INC.","TOWN AND COUNTRY, MO","$23,463,270",20150331
3838857,EVERBANK FINANCIAL CORP,"JACKSONVILLE, FL","$23,347,219",20150331
1145476,WEBSTER FINANCIAL CORPORATION,"WATERBURY, CT","$23,115,627",20150331
2747644,UMPQUA HOLDINGS CORPORATION,"PORTLAND, OR","$22,961,973",20150331
1109599,"PROSPERITY BANCSHARES, INC.","HOUSTON, TX","$21,608,960",20150331
4103310,"MACY'S, INC.","CINCINNATI, OH","$21,460,706",20150331
3923614,IMB HOLDCO LLC,"PASADENA, CA","$21,341,478",20150331
1086533,HANCOCK HOLDING COMPANY,"GULFPORT, MS","$20,728,010",20150331
2260406,WINTRUST FINANCIAL CORPORATION,"ROSEMONT, IL","$20,392,598",20150331
2389941,TCF FINANCIAL CORPORATION,"WAYZATA, MN","$19,999,495",20150331
4028712,"BANKUNITED, INC.","MIAMI LAKES, FL","$19,983,395",20150331
2477754,"INVESTORS BANCORP, INC.","SHORT HILLS, NJ","$19,298,905",20150331
1048773,VALLEY NATIONAL BANCORP,"WAYNE, NJ","$18,980,010",20150331
1117156,"SUSQUEHANNA BANCSHARES, INC.","LITITZ, PA","$18,697,294",20150331
2706735,"TEXAS CAPITAL BANCSHARES, INC.","DALLAS, TX","$17,325,504",20150331
1117129,FULTON FINANCIAL CORPORATION,"LANCASTER, PA","$17,315,750",20150331
1020902,"FIRST NATIONAL OF NEBRASKA, INC.","OMAHA, NE","$17,163,986",20150331
1049828,UMB FINANCIAL CORPORATION,"KANSAS CITY, MO","$16,730,123",20150331
2875332,PACWEST BANCORP,"LOS ANGELES, CA","$16,644,622",20150331
2291914,IBERIABANK CORPORATION,"LAFAYETTE, LA","$16,420,009",20150331
1839319,"PRIVATEBANCORP, INC.","CHICAGO, IL","$16,361,348",20150331
3005332,F.N.B. CORPORATION,"PITTSBURGH, PA","$16,278,848",20150331
1095674,"ARVEST BANK GROUP, INC.","BENTONVILLE, AR","$15,844,167",20150331
2504128,ASTORIA FINANCIAL CORPORATION,"LAKE SUCCESS, NY","$15,535,572",20150331
1025309,BANK OF HAWAII CORPORATION,"HONOLULU, HI","$15,206,800",20150331
1060627,FIRSTBANK HOLDING COMPANY,"LAKEWOOD, CO","$15,092,422",20150331
3065617,"WASHINGTON FEDERAL, INC.","SEATTLE, WA","$14,611,019",20150331
1090987,"MB FINANCIAL, INC.","CHICAGO, IL","$14,328,310",20150331
3057395,MODERN WOODMEN OF AMERICA,"ROCK ISLAND, IL","$14,324,798",20150331
1097614,"BANCORPSOUTH, INC.","TUPELO, MS","$13,635,049",20150331
2744894,FIRST BANCORP,"SAN JUAN, PR","$13,147,919",20150331
3838727,"HILLTOP HOLDINGS, INC","DALLAS, TX","$12,562,893",20150331
1104231,INTERNATIONAL BANCSHARES CORPORATION,"LAREDO, TX","$12,374,402",20150331
1079562,TRUSTMARK CORPORATION,"JACKSON, MS","$12,179,164",20150331
1076217,"UNITED BANKSHARES, INC.","CHARLESTON, WV","$12,141,519",20150331
3828036,"THIRD FEDERAL SAVINGS AND LOAN OF CLEVELAND, MHC","CLEVELAND, OH","$12,133,651",20150331
1098303,OLD NATIONAL BANCORP,"EVANSVILLE, IN","$11,951,362",20150331
1843080,CATHAY GENERAL BANCORP,"LOS ANGELES, CA","$11,910,089",20150331
3446412,"APPLE FINANCIAL HOLDINGS, INC.","NEW YORK, NY","$11,882,771",20150331
1094314,"CENTRAL BANCOMPANY, INC","JEFFERSON CITY, MO","$11,621,045",20150331
3852022,"FLAGSTAR BANCORP, INC.","TROY, MI","$11,571,146",20150331
3842957,"HAWAIIAN ELECTRIC INDUSTRIES, INC.","HONOLULU, HI","$11,273,447",20150331
2349815,WESTERN ALLIANCE BANCORPORATION,"PHOENIX, AZ","$11,251,943",20150331
2568278,MIDLAND FINANCIAL CO.,"OKLAHOMA CITY, OK","$10,843,278",20150331
3825204,COUNTRY LIFE INSURANCE COMPANY,"BLOOMINGTON, IL","$10,826,914",20150331
1760589,"NORDSTROM, INC.","SEATTLE, WA","$10,724,941",20150331
4226910,"CAPITOL FEDERAL FINANCIAL, INC.","TOPEKA, KS","$10,040,460",20150331
1039502,JPMORGAN CHASE & CO.,"NEW YORK, NY","$2,572,773,000",20141231
1073757,BANK OF AMERICA CORPORATION,"CHARLOTTE, NC","$2,106,796,000",20141231
1951350,CITIGROUP INC.,"NEW YORK, NY","$1,842,181,000",20141231
1120754,WELLS FARGO & COMPANY,"SAN FRANCISCO, CA","$1,687,155,000",20141231
2380443,"GOLDMAN SACHS GROUP, INC., THE","NEW YORK, NY","$856,301,000",20141231
2162966,MORGAN STANLEY,"NEW YORK, NY","$801,510,000",20141231
1631915,GENERAL ELECTRIC CAPITAL CORPORATION,"NORWALK, CT","$508,255,287",20141231
1119794,U.S. BANCORP,"MINNEAPOLIS, MN","$402,529,000",20141231
3587146,"BANK OF NEW YORK MELLON CORPORATION, THE","NEW YORK, NY","$385,303,000",20141231
1069778,"PNC FINANCIAL SERVICES GROUP, INC., THE","PITTSBURGH, PA","$345,243,081",20141231
2277860,CAPITAL ONE FINANCIAL CORPORATION,"MCLEAN, VA","$309,083,481",20141231
3232316,HSBC NORTH AMERICA HOLDINGS INC.,"NEW YORK, NY","$290,100,702",20141231
1111435,STATE STREET CORPORATION,"BOSTON, MA","$274,119,072",20141231
1607170,TEACHERS INSURANCE & ANNUITY ASSOCIATION OF AMERICA,"NEW YORK, NY","$262,634,190",20141231
1249196,TD BANK US HOLDING COMPANY,"CHERRY HILL, NJ","$248,144,842",20141231
1131787,"SUNTRUST BANKS, INC.","ATLANTA, GA","$190,446,755",20141231
1074156,BB&T; CORPORATION,"WINSTON SALEM, NC","$186,813,987",20141231
1275216,AMERICAN EXPRESS COMPANY,"NEW YORK, NY","$159,103,000",20141231
1026632,"CHARLES SCHWAB CORPORATION, THE","SAN FRANCISCO, CA","$154,642,000",20141231
1562859,ALLY FINANCIAL INC.,"DETROIT, MI","$151,828,000",20141231
3840207,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,"BLOOMINGTON, IL","$138,797,903",20141231
1070345,FIFTH THIRD BANCORP,"CINCINNATI, OH","$138,705,640",20141231
1132449,"CITIZENS FINANCIAL GROUP, INC.","PROVIDENCE, RI","$133,000,128",20141231
1447376,UNITED SERVICES AUTOMOBILE ASSOCIATION,"SAN ANTONIO, TX","$130,416,573",20141231
3242838,REGIONS FINANCIAL CORPORATION,"BIRMINGHAM, AL","$119,888,669",20141231
3981856,"SANTANDER HOLDINGS USA, INC.","BOSTON, MA","$118,353,279",20141231
1245415,BMO FINANCIAL CORP.,"WILMINGTON, DE","$115,879,565",20141231
1378434,MUFG AMERICAS HOLDINGS CORPORATION,"NEW YORK, NY","$113,678,090",20141231
1199611,NORTHERN TRUST CORPORATION,"CHICAGO, IL","$109,946,485",20141231
1037003,M&T; BANK CORPORATION,"BUFFALO, NY","$96,687,224",20141231
1068025,KEYCORP,"CLEVELAND, OH","$93,882,115",20141231
1025608,BANCWEST CORPORATION,"HONOLULU, HI","$89,766,710",20141231
1078529,"BBVA COMPASS BANCSHARES, INC.","HOUSTON, TX","$83,152,427",20141231
3846375,DISCOVER FINANCIAL SERVICES,"RIVERWOODS, IL","$83,125,845",20141231
1199844,COMERICA INCORPORATED,"DALLAS, TX","$69,452,409",20141231
1068191,HUNTINGTON BANCSHARES INCORPORATED,"COLUMBUS, OH","$66,298,010",20141231
1027004,ZIONS BANCORPORATION,"SALT LAKE CITY, UT","$57,208,874",20141231
1032473,DEUTSCHE BANK TRUST CORPORATION,"NEW YORK, NY","$55,541,200",20141231
2132932,"NEW YORK COMMUNITY BANCORP, INC.","WESTBURY, NY","$48,559,217",20141231
1036967,CIT GROUP INC.,"LIVINGSTON, NJ","$47,879,974",20141231
3412583,E*TRADE FINANCIAL CORPORATION,"NEW YORK, NY","$45,529,729",20141231
1031449,SVB FINANCIAL GROUP,"SANTA CLARA, CA","$39,351,768",20141231
2648693,"FIRST NIAGARA FINANCIAL GROUP, INC.","BUFFALO, NY","$38,557,544",20141231
2367556,"HUDSON CITY BANCORP, INC.","PARAMUS, NJ","$36,569,082",20141231
2307280,"UTRECHT-AMERICA HOLDINGS, INC.","NEW YORK, NY","$36,331,380",20141231
3650152,"PEOPLE'S UNITED FINANCIAL, INC.","BRIDGEPORT, CT","$35,985,913",20141231
3828072,NATIONWIDE MUTUAL INSURANCE COMPANY,"COLUMBUS, OH","$34,711,195",20141231
1583836,MUTUAL OF OMAHA INSURANCE COMPANY,"OMAHA, NE","$34,481,170",20141231
3843075,JOHN DEERE CAPITAL CORPORATION,"RENO, NV","$33,736,295",20141231
1129382,"POPULAR, INC.","SAN JUAN, PR","$33,097,000",20141231
1027518,CITY NATIONAL CORPORATION,"LOS ANGELES, CA","$32,610,363",20141231
1075612,"FIRST CITIZENS BANCSHARES, INC.","RALEIGH, NC","$30,075,113",20141231
1883693,BOK FINANCIAL CORPORATION,"TULSA, OK","$29,148,050",20141231
2734233,"EAST WEST BANCORP, INC.","PASADENA, CA","$28,738,323",20141231
1102367,"CULLEN/FROST BANKERS, INC.","SAN ANTONIO, TX","$28,347,544",20141231
1078846,SYNOVUS FINANCIAL CORP.,"COLUMBUS, GA","$27,051,231",20141231
1199563,ASSOCIATED BANC-CORP,"GREEN BAY, WI","$26,821,774",20141231
1094640,FIRST HORIZON NATIONAL CORPORATION,"MEMPHIS, TN","$25,674,034",20141231
2938451,BARCLAYS DELAWARE HOLDINGS LLC,"WILMINGTON, DE","$25,013,660",20141231
1070804,FIRSTMERIT CORPORATION,"AKRON, OH","$24,909,640",20141231
3815157,"RAYMOND JAMES FINANCIAL, INC.","SAINT PETERSBURG, FL","$24,253,246",20141231
1049341,"COMMERCE BANCSHARES, INC.","KANSAS CITY, MO","$24,015,123",20141231
3242735,"SCOTTRADE FINANCIAL SERVICES, INC.","TOWN AND COUNTRY, MO","$23,978,600",20141231
2747644,UMPQUA HOLDINGS CORPORATION,"PORTLAND, OR","$22,622,204",20141231
1145476,WEBSTER FINANCIAL CORPORATION,"WATERBURY, CT","$22,545,351",20141231
4103310,"MACY'S, INC.","CINCINNATI, OH","$22,424,584",20141231
3923614,IMB HOLDCO LLC,"PASADENA, CA","$21,871,146",20141231
3838857,EVERBANK FINANCIAL CORP,"JACKSONVILLE, FL","$21,617,788",20141231
1109599,"PROSPERITY BANCSHARES, INC.","HOUSTON, TX","$21,519,443",20141231
1086533,HANCOCK HOLDING COMPANY,"GULFPORT, MS","$20,752,202",20141231
2260406,WINTRUST FINANCIAL CORPORATION,"ROSEMONT, IL","$20,032,438",20141231
2389941,TCF FINANCIAL CORPORATION,"WAYZATA, MN","$19,427,476",20141231
4028712,"BANKUNITED, INC.","MIAMI LAKES, FL","$19,210,520",20141231
1048773,VALLEY NATIONAL BANCORP,"WAYNE, NJ","$18,793,855",20141231
2477754,"INVESTORS BANCORP, INC.","SHORT HILLS, NJ","$18,722,282",20141231
1117156,"SUSQUEHANNA BANCSHARES, INC.","LITITZ, PA","$18,661,390",20141231
1049828,UMB FINANCIAL CORPORATION,"KANSAS CITY, MO","$17,500,960",20141231
1020902,"FIRST NATIONAL OF NEBRASKA, INC.","OMAHA, NE","$17,465,465",20141231
1117129,FULTON FINANCIAL CORPORATION,"LANCASTER, PA","$17,083,180",20141231
2875332,PACWEST BANCORP,"LOS ANGELES, CA","$16,236,505",20141231
3005332,F.N.B. CORPORATION,"PITTSBURGH, PA","$16,127,090",20141231
2706735,"TEXAS CAPITAL BANCSHARES, INC.","DALLAS, TX","$15,900,308",20141231
2291914,IBERIABANK CORPORATION,"LAFAYETTE, LA","$15,758,605",20141231
2504128,ASTORIA FINANCIAL CORPORATION,"LAKE SUCCESS, NY","$15,640,021",20141231
1839319,"PRIVATEBANCORP, INC.","CHICAGO, IL","$15,603,382",20141231
1095674,"ARVEST BANK GROUP, INC.","BENTONVILLE, AR","$14,970,127",20141231
1025309,BANK OF HAWAII CORPORATION,"HONOLULU, HI","$14,859,360",20141231
1090987,"MB FINANCIAL, INC.","CHICAGO, IL","$14,602,099",20141231
1060627,FIRSTBANK HOLDING COMPANY,"LAKEWOOD, CO","$14,542,268",20141231
3065617,"WASHINGTON FEDERAL, INC.","SEATTLE, WA","$14,494,756",20141231
3057395,MODERN WOODMEN OF AMERICA,"ROCK ISLAND, IL","$14,131,105",20141231
1097614,"BANCORPSOUTH, INC.","TUPELO, MS","$13,326,530",20141231
2744894,FIRST BANCORP,"SAN JUAN, PR","$12,727,835",20141231
1076217,"UNITED BANKSHARES, INC.","CHARLESTON, WV","$12,328,811",20141231
1079562,TRUSTMARK CORPORATION,"JACKSON, MS","$12,250,633",20141231
1104231,INTERNATIONAL BANCSHARES CORPORATION,"LAREDO, TX","$12,196,520",20141231
3828036,"THIRD FEDERAL SAVINGS AND LOAN OF CLEVELAND, MHC","CLEVELAND, OH","$12,067,800",20141231
3446412,"APPLE FINANCIAL HOLDINGS, INC.","NEW YORK, NY","$11,659,386",20141231
1098303,OLD NATIONAL BANCORP,"EVANSVILLE, IN","$11,647,778",20141231
1843080,CATHAY GENERAL BANCORP,"LOS ANGELES, CA","$11,516,846",20141231
3842957,"HAWAIIAN ELECTRIC INDUSTRIES, INC.","HONOLULU, HI","$11,184,161",20141231
3825204,COUNTRY LIFE INSURANCE COMPANY,"BLOOMINGTON, IL","$10,697,206",20141231
1760589,"NORDSTROM, INC.","SEATTLE, WA","$10,616,919",20141231
2349815,WESTERN ALLIANCE BANCORPORATION,"PHOENIX, AZ","$10,600,498",20141231
1039502,JPMORGAN CHASE & CO.,"NEW YORK, NY","$2,526,655,000",20140930
1073757,BANK OF AMERICA CORPORATION,"CHARLOTTE, NC","$2,126,138,000",20140930
1951350,CITIGROUP INC.,"NEW YORK, NY","$1,882,505,000",20140930
1120754,WELLS FARGO & COMPANY,"SAN FRANCISCO, CA","$1,636,855,000",20140930
2380443,"GOLDMAN SACHS GROUP, INC., THE","NEW YORK, NY","$868,995,000",20140930
2162966,MORGAN STANLEY,"NEW YORK, NY","$814,511,000",20140930
1631915,GENERAL ELECTRIC CAPITAL CORPORATION,"NORWALK, CT","$514,312,251",20140930
1119794,U.S. BANCORP,"MINNEAPOLIS, MN","$391,284,000",20140930
3587146,"BANK OF NEW YORK MELLON CORPORATION, THE","NEW YORK, NY","$386,296,000",20140930
1069778,"PNC FINANCIAL SERVICES GROUP, INC., THE","PITTSBURGH, PA","$334,602,342",20140930
2277860,CAPITAL ONE FINANCIAL CORPORATION,"MCLEAN, VA","$300,444,020",20140930
3232316,HSBC NORTH AMERICA HOLDINGS INC.,"NEW YORK, NY","$280,272,469",20140930
1111435,STATE STREET CORPORATION,"BOSTON, MA","$274,815,393",20140930
1607170,TEACHERS INSURANCE & ANNUITY ASSOCIATION OF AMERICA,"NEW YORK, NY","$261,389,220",20140930
1249196,TD BANK US HOLDING COMPANY,"CHERRY HILL, NJ","$242,225,156",20140930
1074156,BB&T; CORPORATION,"WINSTON SALEM, NC","$187,021,509",20140930
1131787,"SUNTRUST BANKS, INC.","ATLANTA, GA","$186,860,815",20140930
1275216,AMERICAN EXPRESS COMPANY,"NEW YORK, NY","$153,862,000",20140930
1562859,ALLY FINANCIAL INC.,"DETROIT, MI","$149,195,000",20140930
1026632,"CHARLES SCHWAB CORPORATION, THE","SAN FRANCISCO, CA","$147,445,000",20140930
3840207,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,"BLOOMINGTON, IL","$137,646,089",20140930
1070345,FIFTH THIRD BANCORP,"CINCINNATI, OH","$134,187,722",20140930
1132449,"CITIZENS FINANCIAL GROUP, INC.","PROVIDENCE, RI","$131,520,691",20140930
1447376,UNITED SERVICES AUTOMOBILE ASSOCIATION,"SAN ANTONIO, TX","$129,191,103",20140930
1245415,BMO FINANCIAL CORP.,"WILMINGTON, DE","$119,791,374",20140930
3242838,REGIONS FINANCIAL CORPORATION,"BIRMINGHAM, AL","$119,301,813",20140930
3981856,"SANTANDER HOLDINGS USA, INC.","BOSTON, MA","$113,538,172",20140930
1199611,NORTHERN TRUST CORPORATION,"CHICAGO, IL","$111,153,721",20140930
1378434,MUFG AMERICAS HOLDINGS CORPORATION,"NEW YORK, NY","$110,882,044",20140930
1037003,M&T; BANK CORPORATION,"BUFFALO, NY","$97,230,366",20140930
1068025,KEYCORP,"CLEVELAND, OH","$89,884,477",20140930
1025608,BANCWEST CORPORATION,"HONOLULU, HI","$86,894,858",20140930
3846375,DISCOVER FINANCIAL SERVICES,"RIVERWOODS, IL","$80,596,481",20140930
1078529,"BBVA COMPASS BANCSHARES, INC.","HOUSTON, TX","$79,187,065",20140930
1199844,COMERICA INCORPORATED,"DALLAS, TX","$68,949,210",20140930
1068191,HUNTINGTON BANCSHARES INCORPORATED,"COLUMBUS, OH","$64,330,629",20140930
1032473,DEUTSCHE BANK TRUST CORPORATION,"NEW YORK, NY","$60,715,000",20140930
1027004,ZIONS BANCORPORATION,"SALT LAKE CITY, UT","$55,458,870",20140930
2132932,"NEW YORK COMMUNITY BANCORP, INC.","WESTBURY, NY","$48,679,772",20140930
1036967,CIT GROUP INC.,"LIVINGSTON, NJ","$46,480,980",20140930
3412583,E*TRADE FINANCIAL CORPORATION,"NEW YORK, NY","$45,818,844",20140930
2648693,"FIRST NIAGARA FINANCIAL GROUP, INC.","BUFFALO, NY","$37,977,082",20140930
