RSSD ID,Institution Name,Location,20121231,20130331,20130630,20130930,20131231,20140331,20140630,20140930,20141231,20150331,20150630,20150930,20151231,20160331,20160630
1060627,FIRSTBANK HOLDING COMPANY,"LAKEWOOD, CO","$12,874,974","$13,078,898","$13,022,264","$13,169,177","$13,384,848","$14,009,813","$13,941,733","$14,052,107","$14,542,268","$15,092,422","$15,172,163","$15,097,919","$15,553,681","$16,074,822","$16,235,257"
1068025,KEYCORP,"CLEVELAND, OH","$89,425,613","$89,441,210","$90,858,779","$91,016,413","$92,991,716","$90,928,218","$91,934,784","$89,884,477","$93,882,115","$94,296,497","$94,674,550","$95,476,859","$95,270,648","$98,570,702","$101,406,977"
1068191,HUNTINGTON BANCSHARES INCORPORATED,"COLUMBUS, OH","$56,153,185","$56,054,966","$56,113,687","$56,648,251","$59,476,344","$61,145,753","$63,797,113","$64,330,629","$66,298,010","$68,002,661","$68,845,648","$70,210,178","$71,044,551","$72,644,967","$73,954,016"
1069778,"PNC FINANCIAL SERVICES GROUP, INC., THE","PITTSBURGH, PA","$305,285,879","$300,945,933","$304,547,667","$308,912,603","$320,596,232","$323,586,973","$327,251,474","$334,602,342","$345,243,081","$351,162,105","$354,201,925","$362,137,164","$358,690,085","$361,187,040","$361,528,406"
1070345,FIFTH THIRD BANCORP,"CINCINNATI, OH","$121,500,604","$120,789,641","$122,642,935","$124,939,419","$129,685,180","$129,654,487","$132,562,382","$134,187,722","$138,705,640","$140,469,916","$141,658,130","$141,917,763","$141,082,059","$142,430,207","$143,625,325"
1070804,FIRSTMERIT CORPORATION,"AKRON, OH","$14,916,022","$15,273,159","$23,534,261","$24,140,030","$23,912,451","$24,500,602","$24,566,414","$24,610,114","$24,909,640","$25,125,546","$25,301,876","$25,255,384","$25,537,212","$26,083,503","$26,153,691"
1073757,BANK OF AMERICA CORPORATION,"CHARLOTTE, NC","$2,212,004,452","$2,176,625,000","$2,125,686,000","$2,128,706,000","$2,104,995,000","$2,152,533,000","$2,172,001,000","$2,126,138,000","$2,106,796,000","$2,145,027,000","$2,152,082,000","$2,154,342,000","$2,147,391,000","$2,188,633,000","$2,189,811,000"
1074156,BB&T; CORPORATION,"WINSTON SALEM, NC","$183,872,371","$180,836,757","$182,735,153","$181,050,008","$183,009,992","$184,651,158","$188,012,330","$187,021,509","$186,813,987","$189,227,838","$191,017,482","$208,808,671","$209,947,022","$212,405,266","$221,858,615"
1075612,"FIRST CITIZENS BANCSHARES, INC.","RALEIGH, NC","$21,283,651","$21,351,012","$21,308,822","$21,511,352","$21,199,091","$22,154,997","$22,062,840","$21,942,491","$30,075,113","$30,853,649","$30,896,855","$31,449,824","$31,475,934","$32,195,657","$32,230,403"
1076217,"UNITED BANKSHARES, INC.","CHARLESTON, WV",,,,,,"$11,886,320","$12,051,710","$12,085,063","$12,328,811","$12,141,519","$12,414,566","$12,556,929","$12,577,944","$12,606,884","$14,338,012"
1078529,"BBVA COMPASS BANCSHARES, INC.","HOUSTON, TX",,,"$69,674,976","$70,087,078","$71,965,476","$74,957,227","$75,747,100","$79,187,065","$83,152,427","$85,485,851","$88,470,749","$89,360,000","$89,967,342","$92,152,260","$91,753,156"
1078529,"BBVA USA BANCSHARES, INC.","HOUSTON, TX","$69,105,796","$69,639,420",,,,,,,,,,,,,
1078846,SYNOVUS FINANCIAL CORP.,"COLUMBUS, GA","$26,760,012","$26,212,879","$26,563,174","$26,218,360","$26,201,604","$26,435,426","$26,627,290","$26,519,110","$27,051,231","$27,633,784","$28,205,870","$28,167,827","$28,792,653","$29,171,257","$29,459,691"
1079562,TRUSTMARK CORPORATION,"JACKSON, MS",,"$11,850,515","$11,863,312","$11,805,197","$11,790,383","$12,057,054","$12,119,996","$12,096,316","$12,250,633","$12,179,164","$12,182,448","$12,390,276","$12,678,896","$12,775,196","$13,030,349"
1086533,HANCOCK HOLDING COMPANY,"GULFPORT, MS","$19,523,765","$19,092,456","$18,954,524","$18,820,201","$19,025,806","$19,020,567","$19,355,777","$19,996,647","$20,752,202","$20,728,010","$21,550,936","$21,615,845","$22,848,776","$22,817,169","$23,071,656"
1090987,"MB FINANCIAL, INC.","CHICAGO, IL",,,,,,,,"$14,506,043","$14,602,099","$14,328,310","$15,018,194","$14,950,100","$15,585,007","$15,575,653","$15,995,790"
1094314,"CENTRAL BANCOMPANY, INC","JEFFERSON CITY, MO",,"$10,577,894","$10,481,397","$10,443,416",,"$10,793,363","$10,848,073","$10,967,840",,"$11,621,045","$11,674,358","$11,770,295","$12,041,047","$12,106,043","$12,292,830"
1094640,FIRST HORIZON NATIONAL CORPORATION,"MEMPHIS, TN","$25,521,022","$25,167,457","$25,134,331","$24,194,150","$23,791,187","$23,942,809","$24,223,920","$23,987,518","$25,674,034","$25,716,964","$25,241,144","$25,388,586","$26,196,388","$26,965,746","$27,541,899"
1095674,"ARVEST BANK GROUP, INC.","BENTONVILLE, AR","$13,233,050","$14,294,687","$14,160,917","$13,986,055","$14,113,477","$14,556,251","$14,730,285","$14,969,471","$14,970,127","$15,844,167","$15,429,891","$15,602,572","$15,864,120","$16,434,884","$16,634,738"
1097089,BANK OF THE OZARKS INC,"LITTLE ROCK, AR",,,,,,,,,,,,,,"$11,427,419","$12,279,579"
1097614,"BANCORPSOUTH, INC.","TUPELO, MS","$13,401,898","$13,395,806","$13,220,451","$12,930,641","$13,045,442","$13,148,062","$12,989,487","$13,074,902","$13,326,530","$13,635,049","$13,636,675","$13,786,921","$13,802,637","$13,925,516","$14,130,157"
1098303,OLD NATIONAL BANCORP,"EVANSVILLE, IN",,,,,,,"$10,387,956","$11,179,846","$11,647,778","$11,951,362","$12,075,892","$11,915,290","$11,991,556","$11,932,374","$14,420,599"
1102367,"CULLEN/FROST BANKERS, INC.","SAN ANTONIO, TX","$23,205,702","$22,560,339","$22,596,340","$23,566,006","$24,388,272","$24,715,220","$26,584,688","$27,411,142","$28,347,544","$28,196,667","$27,802,644","$28,403,675","$28,603,199","$28,477,488","$29,014,585"
1104231,INTERNATIONAL BANCSHARES CORPORATION,"LAREDO, TX","$11,882,673","$11,520,172","$11,596,913","$12,076,658","$12,079,477","$12,144,185","$12,436,467","$12,079,187","$12,196,520","$12,374,402","$12,074,129","$12,052,216","$11,772,869","$11,878,689","$11,776,640"
1109599,"PROSPERITY BANCSHARES, INC.","HOUSTON, TX","$14,601,394","$15,085,425","$16,275,854","$16,060,463","$18,651,693","$18,921,328","$21,253,920","$21,125,064","$21,519,443","$21,608,960","$21,687,419","$21,567,944","$22,039,116","$22,067,070","$21,880,979"
1111435,STATE STREET CORPORATION,"BOSTON, MA","$222,229,483","$217,852,811","$226,985,363","$216,751,956","$243,028,090","$256,672,720","$282,324,972","$274,815,393","$274,119,072","$279,480,161","$294,570,652","$247,273,625","$245,198,879","$243,685,368","$255,396,733"
1117129,FULTON FINANCIAL CORPORATION,"LANCASTER, PA","$16,509,261","$16,659,671","$17,001,720","$17,023,087","$16,908,633","$16,884,185","$17,010,044","$17,209,511","$17,083,180","$17,315,750","$17,322,400","$17,795,149","$17,867,010","$18,081,922","$18,433,910"
1117156,"SUSQUEHANNA BANCSHARES, INC.","LITITZ, PA","$18,037,667","$17,967,174","$18,083,039","$18,481,150","$18,473,488","$18,435,035","$18,506,626","$18,583,327","$18,661,390","$18,697,294","$18,659,693",,,,
1119794,U.S. BANCORP,"MINNEAPOLIS, MN","$353,855,000","$355,447,000","$353,415,000","$360,681,000","$364,021,000","$371,289,000","$389,065,000","$391,284,000","$402,529,000","$410,233,000","$419,075,000","$415,943,000","$421,853,000","$428,638,000","$438,463,000"
1120754,WELLS FARGO & COMPANY,"SAN FRANCISCO, CA","$1,422,968,000","$1,436,634,000","$1,440,563,000","$1,488,055,000","$1,527,015,000","$1,546,707,000","$1,598,874,000","$1,636,855,000","$1,687,155,000","$1,737,737,000","$1,720,617,000","$1,751,265,000","$1,787,632,000","$1,849,182,000","$1,889,235,000"
1129382,"POPULAR, INC.","SAN JUAN, PR","$36,508,000","$36,943,000","$36,685,000","$36,052,000","$35,749,000","$36,744,000","$36,588,000","$34,099,000","$33,097,000","$35,625,000","$36,750,000","$35,528,000","$35,769,000","$36,147,000","$37,606,000"
1131787,"SUNTRUST BANKS, INC.","ATLANTA, GA","$173,566,088","$172,527,629","$171,609,928","$172,033,106","$175,380,779","$179,553,408","$182,585,899","$186,860,815","$190,446,755","$190,223,316","$189,107,850","$187,255,650","$190,989,105","$194,253,274","$199,276,480"
1132449,"CITIZENS FINANCIAL GROUP, INC.","PROVIDENCE, RI",,,,,,,"$130,579,630","$131,520,691","$133,000,128","$136,905,651","$137,564,322","$135,811,131","$138,574,068","$140,409,385","$145,568,297"
1132449,"RBS CITIZENS FINANCIAL GROUP, INC.","PROVIDENCE, RI","$127,411,731","$126,322,821","$118,137,679","$120,738,247","$122,257,732","$127,295,624",,,,,,,,,
1145476,WEBSTER FINANCIAL CORPORATION,"WATERBURY, CT","$20,152,255","$20,116,020","$20,334,463","$20,614,348","$20,856,659","$21,182,781","$21,531,479","$21,841,501","$22,545,351","$23,115,627","$23,644,664","$24,083,042","$24,694,548","$24,937,488","$25,131,298"
1199563,ASSOCIATED BANC-CORP,"GREEN BAY, WI","$23,487,735","$23,277,768","$23,616,944","$23,688,675","$24,226,920","$24,806,197","$25,727,786","$25,653,822","$26,821,774","$27,088,806","$27,185,145","$27,467,243","$27,715,021","$28,178,867","$29,038,699"
1199611,NORTHERN TRUST CORPORATION,"CHICAGO, IL","$97,463,845","$93,156,775","$97,236,008","$95,969,501","$102,947,333","$103,832,578","$105,761,163","$111,153,721","$109,946,485","$106,952,000","$119,942,945","$119,995,234","$116,749,572","$117,798,813","$121,509,559"
1199844,COMERICA INCORPORATED,"DALLAS, TX","$65,398,175","$64,975,279","$63,013,097","$64,723,310","$65,356,580","$65,832,917","$65,386,081","$68,949,210","$69,452,409","$69,420,233","$70,053,205","$71,212,885","$71,983,051","$69,131,436","$71,440,155"
1208184,"FIRST MIDWEST BANCORP, INC.","ITASCA, IL",,,,,,,,,,,,,,"$10,728,922","$10,995,810"
1245415,BMO FINANCIAL CORP.,"WILMINGTON, DE","$116,109,476","$122,361,785","$112,349,784","$113,051,766","$111,073,727","$114,499,474","$116,160,559","$119,791,374","$115,879,565","$118,263,888","$118,131,486","$125,419,384","$125,656,772","$125,793,219","$132,007,952"
1246216,"FRANKLIN RESOURCES, INC.","SAN MATEO, CA","$14,261,070","$14,710,099","$15,214,337","$15,280,194","$15,793,167","$16,023,672","$16,563,673",,,,,,,,
1249196,TD BANK US HOLDING COMPANY,"CHERRY HILL, NJ",,,,,"$234,621,843","$237,493,754","$236,008,197","$242,225,156","$248,144,842","$252,650,828","$253,195,880",,,,
1249196,TD BANK US HOLDING COMPANY,"PORTLAND, ME","$218,916,640","$222,716,131","$228,945,721","$231,673,130",,,,,,,,,,,
1275216,AMERICAN EXPRESS COMPANY,"NEW YORK, NY","$153,418,000","$156,903,000","$151,980,000","$150,152,000","$153,387,000","$151,497,000","$152,384,000","$153,862,000","$159,103,000","$154,674,000","$157,141,000","$154,205,000","$161,172,000","$158,804,000","$159,632,000"
1378434,MUFG AMERICAS HOLDINGS CORPORATION,"NEW YORK, NY",,,,,,,,"$110,882,044","$113,678,090","$113,697,697","$114,265,672","$115,163,500","$116,210,191","$120,914,763","$117,205,079"
1378434,UNIONBANCAL CORPORATION,"SAN FRANCISCO, CA","$96,992,464","$96,959,643","$102,261,564","$105,492,129","$105,900,020","$107,237,659","$108,823,027",,,,,,,,
1427239,EASTERN BANK CORPORATION,"BOSTON, MA",,,,,,,,,,,,,,,"$10,025,463"
1447376,UNITED SERVICES AUTOMOBILE ASSOCIATION,"SAN ANTONIO, TX","$115,747,377","$119,886,059","$120,296,114","$121,758,503","$122,342,355","$127,322,366","$129,066,684","$129,191,103","$130,416,573","$132,978,355","$134,222,822","$135,916,817","$137,186,701","$142,123,097","$144,819,412"
1562176,"AMERICAN INTERNATIONAL GROUP, INC.","NEW YORK, NY",,,"$537,438,000","$540,744,000","$541,329,000","$547,111,000",,,,,,,,,
1562859,ALLY FINANCIAL INC.,"DETROIT, MI","$182,347,000","$166,199,000","$150,627,000","$150,556,000","$151,167,000","$148,452,000","$149,937,000","$149,195,000","$151,828,000","$153,524,000","$156,472,000","$156,105,000","$158,581,000","$156,505,000","$157,931,000"
1583836,MUTUAL OF OMAHA INSURANCE COMPANY,"OMAHA, NE","$30,993,057","$31,422,988","$31,386,118","$32,117,623","$32,233,999","$33,288,652","$34,182,325","$34,377,381","$34,481,170","$35,586,515","$35,183,677","$35,579,796","$35,629,398","$37,383,572","$38,009,856"
1607170,TEACHERS INSURANCE & ANNUITY ASSOCIATION OF AMERICA,"NEW YORK, NY","$237,037,712","$239,972,203","$243,168,123","$247,467,518","$250,494,214","$252,936,464","$256,932,841","$261,389,220","$262,634,190","$264,300,422","$266,931,428","$268,247,053","$270,094,423","$272,101,594","$276,045,408"
1631915,GENERAL ELECTRIC CAPITAL CORPORATION,"NORWALK, CT","$548,771,829","$537,952,605","$529,030,139","$528,643,825","$524,005,141","$516,913,616","$516,270,747","$514,312,251","$508,255,287","$481,614,979","$466,871,489","$436,641,069",,,
1760589,"NORDSTROM, INC.","SEATTLE, WA",,,,,,,,"$10,144,127","$10,616,919","$10,724,941","$11,051,860","$10,955,052","$11,419,552",,
1839319,"PRIVATEBANCORP, INC.","CHICAGO, IL","$14,057,515","$13,372,230","$13,476,493","$13,869,140","$14,085,746","$14,304,782","$14,602,404","$15,190,468","$15,603,382","$16,361,348","$16,225,895","$16,894,605","$17,259,421","$17,667,372","$18,169,191"
1843080,CATHAY GENERAL BANCORP,"LOS ANGELES, CA","$10,694,089","$10,520,715","$10,603,235","$10,821,446","$10,989,286","$11,291,188","$11,556,822","$11,599,466","$11,516,846","$11,910,089","$11,918,316","$12,749,966","$13,254,126","$13,262,019","$13,493,177"
1883693,BOK FINANCIAL CORPORATION,"TULSA, OK","$28,146,503","$27,442,638","$27,806,179","$27,174,025","$27,021,529","$27,365,683","$27,853,768","$29,103,689","$29,148,050","$30,371,794","$30,846,158","$30,601,382","$31,495,590","$31,450,894","$32,050,291"
1951350,CITIGROUP INC.,"NEW YORK, NY","$1,864,660,000","$1,881,734,000","$1,883,988,000","$1,899,511,000","$1,880,035,000","$1,894,390,000","$1,909,369,000","$1,882,505,000","$1,842,181,000","$1,831,801,000","$1,829,370,000","$1,808,356,000","$1,731,210,000","$1,800,967,000","$1,818,771,000"
2132932,"NEW YORK COMMUNITY BANCORP, INC.","WESTBURY, NY","$44,149,466","$44,511,718","$44,185,838","$45,764,133","$46,688,287","$47,567,470","$48,604,772","$48,679,772","$48,559,217","$48,251,715","$48,648,532","$49,045,482","$50,317,796","$48,515,572","$49,035,747"
2162966,MORGAN STANLEY,"NEW YORK, NY","$780,960,000","$801,383,000","$802,691,000","$832,223,000","$832,666,000","$831,338,000","$826,524,000","$814,511,000","$801,510,000","$829,099,000","$825,755,000","$834,113,000","$787,465,000","$807,497,000","$828,873,000"
2260406,WINTRUST FINANCIAL CORPORATION,"ROSEMONT, IL","$17,519,613","$17,074,247","$17,613,546","$17,682,548","$18,097,783","$18,221,163","$18,911,548","$19,184,183","$20,032,438","$20,392,598","$20,816,905","$22,053,870","$22,926,284","$23,492,196","$24,427,295"
2277860,CAPITAL ONE FINANCIAL CORPORATION,"MCLEAN, VA","$313,040,688","$300,293,699","$296,670,314","$290,217,687","$297,282,098","$290,886,180","$298,653,928","$300,444,020","$309,083,481","$306,501,324","$310,636,497","$313,827,584","$334,179,916","$330,489,235","$339,247,718"
2291914,IBERIABANK CORPORATION,"LAFAYETTE, LA","$13,129,678","$12,951,199","$12,823,503","$13,145,077","$13,365,550","$13,550,924","$15,325,042","$15,516,609","$15,758,605","$16,420,009","$19,238,928","$19,534,225","$19,504,068","$20,092,563","$20,160,855"
2307280,"UTRECHT-AMERICA HOLDINGS, INC.","NEW YORK, NY","$48,642,000","$48,613,134","$48,612,915","$52,259,755","$46,112,745","$45,551,256","$36,486,505","$37,231,381","$36,331,380","$36,244,050","$25,928,156","$26,163,730","$25,782,912","$25,082,990","$25,363,698"
2349815,WESTERN ALLIANCE BANCORPORATION,"PHOENIX, AZ",,,,,,,"$10,023,587","$10,288,824","$10,600,498","$11,251,943","$13,470,104","$13,955,570","$14,275,089","$15,248,039","$16,728,767"
2367556,"HUDSON CITY BANCORP, INC.","PARAMUS, NJ","$40,596,341","$40,283,892","$39,696,453","$39,186,560","$38,607,354","$38,231,106","$37,700,645","$37,161,125","$36,569,082","$36,129,290","$35,417,458","$35,121,018",,,
2380443,"GOLDMAN SACHS GROUP, INC., THE","NEW YORK, NY","$938,770,000","$959,426,000","$938,611,000","$923,359,000","$911,595,000","$915,705,000","$860,008,000","$868,995,000","$856,301,000","$865,512,000","$859,932,000","$880,607,000","$861,419,000","$878,102,000","$896,870,000"
2389941,TCF FINANCIAL CORPORATION,"WAYZATA, MN","$18,281,032","$18,540,469","$18,432,662","$18,417,601","$18,402,494","$18,815,947","$18,889,866","$19,052,948","$19,427,476","$19,999,495","$19,851,826","$20,141,423","$20,703,190","$21,333,329","$21,081,736"
2477754,"INVESTORS BANCORP, INC.","SHORT HILLS, NJ",,,,,,,"$17,389,665","$17,781,789","$18,722,282","$19,298,905","$19,954,834","$20,336,160","$20,898,693","$21,200,387","$21,733,831"
2477754,"INVESTORS BANCORP, MHC","SHORT HILLS, NJ","$12,765,099","$12,890,433","$13,314,260","$13,751,425","$15,605,073","$16,371,463",,,,,,,,,
2504128,ASTORIA FINANCIAL CORPORATION,"LAKE SUCCESS, NY","$16,496,642","$16,210,524","$16,101,065","$16,022,089","$15,793,722","$15,699,906","$15,742,065","$15,460,281","$15,640,021","$15,535,572","$15,295,356","$15,099,204","$15,076,211","$15,023,537","$15,017,071"
2568278,MIDLAND FINANCIAL CO.,"OKLAHOMA CITY, OK",,"$10,441,287",,,,,,,,"$10,843,278","$11,682,787","$11,717,650","$11,605,700","$11,988,136","$12,301,042"
2648693,"FIRST NIAGARA FINANCIAL GROUP, INC.","BUFFALO, NY","$36,912,808","$36,887,625","$37,171,775","$37,380,836","$37,643,867","$37,996,061","$38,632,971","$37,977,082","$38,557,544","$38,912,925","$39,069,002","$39,418,193","$39,925,857","$40,078,307","$39,998,293"
2706735,"TEXAS CAPITAL BANCSHARES, INC.","DALLAS, TX","$10,540,873","$10,020,871","$10,978,295","$10,797,757","$11,714,698","$12,143,691","$13,532,830","$14,266,857","$15,900,308","$17,325,504","$17,817,384","$18,666,031","$18,909,174","$20,210,931","$21,081,024"
2734233,"EAST WEST BANCORP, INC.","PASADENA, CA","$22,536,282","$23,102,005","$23,314,135","$24,493,454","$24,730,609","$27,401,438","$27,556,917","$28,481,156","$28,738,323","$29,907,424","$30,064,322","$31,119,855","$32,351,172","$33,109,185","$32,952,138"
2744894,FIRST BANCORP,"SAN JUAN, PR","$13,099,741","$13,005,877","$12,803,169","$12,787,450","$12,656,925","$12,819,428","$12,523,251","$12,643,280","$12,727,835","$13,147,919","$12,578,813","$12,820,989","$12,573,019","$12,714,370","$12,508,702"
2747644,UMPQUA HOLDINGS CORPORATION,"PORTLAND, OR","$11,804,699","$11,500,124","$11,396,288","$11,573,058","$11,641,151","$11,846,183","$22,066,064","$22,493,824","$22,622,204","$22,961,973","$22,805,994","$23,173,041","$23,387,248","$23,935,765","$24,132,600"
2875332,PACWEST BANCORP,"BEVERLY HILLS, CA",,,,,,,,,,,,,,"$21,031,465","$21,147,143"
2875332,PACWEST BANCORP,"LOS ANGELES, CA",,,,,,,"$15,685,562","$15,939,057","$16,236,505","$16,644,622","$16,699,159","$16,814,792","$21,288,975",,
2938451,BARCLAYS DELAWARE HOLDINGS LLC,"WILMINGTON, DE","$18,981,340","$19,610,828","$20,307,832","$21,025,405","$19,056,120","$20,089,504","$22,123,208","$24,158,229","$25,013,660","$25,221,666","$26,353,405","$26,620,161","$27,998,160","$29,374,606","$29,672,671"
3005332,F.N.B. CORPORATION,"HERMITAGE, PA","$12,023,976","$11,997,990","$12,573,391","$12,790,279","$13,563,405","$14,476,510","$15,019,247",,,,,,,,
3005332,F.N.B. CORPORATION,"PITTSBURGH, PA",,,,,,,,"$15,757,045","$16,127,090","$16,278,848","$16,598,601","$16,836,073","$17,557,662","$20,324,524","$21,214,967"
3057395,MODERN WOODMEN OF AMERICA,"ROCK ISLAND, IL","$12,385,909","$12,695,879","$12,950,314","$13,130,667","$13,398,445","$13,587,385","$13,827,163","$13,999,399","$14,131,105","$14,324,798","$14,581,780","$14,635,439","$14,754,514","$14,850,115","$15,097,370"
3063622,STIFEL FINANCIAL CORP.,"SAINT LOUIS, MO",,,,,,,,,,,"$10,139,542",,"$13,335,915","$14,213,728","$15,248,777"
3065541,W.R. BERKLEY CORPORATION,"GREENWICH, CT","$20,155,896",,,,,,,,,,,,,,
3065617,"WASHINGTON FEDERAL, INC.","SEATTLE, WA","$13,106,842","$13,115,833","$13,012,483","$13,082,859","$14,404,373","$14,364,599","$14,789,955","$14,756,041","$14,494,756","$14,611,019","$14,370,496","$14,568,324","$14,684,899","$14,670,823","$14,821,600"
3083291,STERLING BANCORP,"MONTEBELLO, NY",,,,,,,,,,,"$11,568,014","$11,606,117","$11,958,682","$12,874,990","$13,089,172"
3152245,STERLING FINANCIAL CORPORATION,"SPOKANE, WA",,,,"$10,012,700","$10,327,642","$10,240,431",,,,,,,,,
3153130,"BANC OF CALIFORNIA, INC.","IRVINE, CA",,,,,,,,,,,,,,,"$10,157,662"
3173736,THRIVENT FINANCIAL FOR LUTHERANS,"MINNEAPOLIS, MN","$77,444,933","$79,537,291","$78,901,854","$70,540,953",,,,,,,,,,,
3226762,RBC USA HOLDCO CORPORATION,"NEW YORK, NY",,,,,,,,,,,,,"$133,133,492","$139,892,217","$151,710,605"
3232316,HSBC NORTH AMERICA HOLDINGS INC.,"NEW YORK, NY","$313,680,754","$301,737,107","$319,108,739","$309,312,154","$290,013,881","$308,847,926","$289,551,194","$280,272,469","$290,100,702","$301,956,685","$277,249,331","$291,611,246","$271,888,608","$289,057,276","$295,534,689"
3242735,"SCOTTRADE FINANCIAL SERVICES, INC.","TOWN AND COUNTRY, MO","$25,125,736","$24,765,823","$24,571,720","$24,752,027","$25,617,367","$25,852,820","$25,710,230","$25,260,266","$23,978,600","$23,463,270","$22,597,143","$22,259,828","$22,556,564","$22,857,531","$22,466,924"
3242838,REGIONS FINANCIAL CORPORATION,"BIRMINGHAM, AL","$121,347,388","$119,717,632","$118,782,563","$116,937,255","$117,661,732","$118,136,516","$119,013,705","$119,301,813","$119,888,669","$122,515,877","$121,967,042","$124,891,540","$126,234,344","$125,747,379","$126,378,482"
3412583,E*TRADE FINANCIAL CORPORATION,"NEW YORK, NY","$47,386,739","$44,966,314","$45,006,525","$45,547,479","$46,279,856","$46,438,440","$45,748,395","$45,818,844","$45,529,729","$46,828,405","$47,117,894","$41,206,541","$45,426,559","$47,943,401","$49,202,038"
3446412,"APPLE FINANCIAL HOLDINGS, INC.","NEW YORK, NY",,,"$11,991,050","$11,888,008","$11,647,170","$11,575,745","$11,581,188","$11,688,202","$11,659,386","$11,882,771","$11,775,081","$12,371,566","$12,795,071","$12,859,663","$12,884,030"
